49.68998,47.83883
49.68984,47.84155
49.68982,47.84453
49.68971,47.8483
49.68956,47.85569
49.6895,47.86138
49.68964,47.87145
49.68956,47.88321
49.68958,47.89189
49.68954,47.90188
49.68955,47.91786
49.6895,47.92966
49.68935,47.94845
49.68935,47.96182
49.68935,47.98301
49.68929,48.00586
49.68933,48.02201
49.68945,48.03931
49.68967,48.06656
49.68967,48.08549
49.68981,48.11527
49.68991,48.13606
49.69025,48.16934
49.69077,48.20401
49.69114,48.22813
49.69153,48.25297
49.6922,48.29192
49.69293,48.33196
49.6935,48.35973
49.69416,48.3876
49.69526,48.43049
49.69607,48.46017
49.69733,48.50642
49.69821,48.53843
49.69965,48.58806
49.70113,48.63938
49.70211,48.67441
49.70313,48.71003
49.70473,48.76452
49.70584,48.80158
49.70757,48.85833
49.70878,48.89697
49.71064,48.95622
49.7125,49.01702
49.71378,49.05841
49.7151,49.10046
49.71714,49.16476
49.71873,49.2314
49.7201,49.27679
49.72172,49.32268
49.72447,49.39223
49.72736,49.46263
49.72933,49.51011
49.73118,49.55812
49.73383,49.63131
49.73552,49.68097
49.738,49.75677
49.73965,49.80818
49.74215,49.88652
49.7446,49.9399
49.7479,50.02168
49.74985,50.07677
49.75256,50.15995
49.75433,50.21577
49.7571,50.30025
49.75911,50.35721
49.76241,50.4438
49.76603,50.53187
49.76858,50.5914
49.77122,50.65156
49.7749,50.74272
49.77682,50.8037
49.78031,50.8959
49.7829,50.95826
49.78704,51.05328
49.78989,51.11758
49.79412,51.2153
49.79688,51.28116
49.80091,51.38088
49.80354,51.44794
49.80738,51.5494
49.8099,51.61765
49.81367,51.72098
49.81748,51.8255
49.82009,51.89586
49.82276,51.96676
49.82692,52.0741
49.83127,52.1826
49.83424,52.25557
49.83728,52.32903
49.84138,52.44017
49.84363,52.51488
49.8465,52.62788
49.84785,52.70383
49.84925,52.81868
49.8498,52.89587
49.85014,53.01256
49.85008,53.09096
49.84968,53.20947
49.84921,53.28908
49.84824,53.40937
49.84742,53.49017
49.84564,53.61221
49.84413,53.69415
49.84124,53.81792
49.83891,53.90099
49.83515,54.02647
49.83239,54.11068
49.82829,54.23787
49.82548,54.32323
49.82143,54.45214
49.81878,54.53863
49.81498,54.66922
49.81126,54.8008
49.80889,54.88908
49.80541,55.02233
49.80316,55.11171
49.79982,55.24659
49.79759,55.33704
49.79533,55.42793
49.79195,55.56507
49.78985,55.65702
49.78682,55.79575
49.78391,55.93542
49.78204,56.02906
49.77934,56.17029
49.7776,56.26497
49.77507,56.40774
49.77343,56.50344
49.77182,56.59954
49.76947,56.74446
49.76717,56.89028
49.76562,56.98799
49.76404,57.08609
49.76163,57.23399
49.76003,57.33308
49.75761,57.48246
49.756,57.58252
49.75359,57.73335
49.752,57.83438
49.74962,57.98664
49.74729,58.13976
49.74575,58.24231
49.74427,58.34523
49.74214,58.50033
49.7408,58.60418
49.73901,58.76067
49.73793,58.86545
49.73646,59.02331
49.73558,59.12901
49.7344,59.28823
49.73371,59.39482
49.7328,59.55539
49.73205,59.71676
49.73162,59.82478
49.73107,59.98747
49.73068,60.09637
49.7303,60.20561
49.72953,60.37012
49.72892,60.48023
49.72783,60.64603
49.72699,60.75698
49.72562,60.92404
49.72462,61.03584
49.72304,61.20415
49.72135,61.37322
49.72028,61.48635
49.71924,61.5998
49.71775,61.7706
49.71678,61.88486
49.71537,62.05688
49.71415,62.22962
49.71344,62.34518
49.71278,62.46106
49.71189,62.63546
49.71136,62.75213
49.71066,62.92771
49.71024,63.04516
49.70968,63.22191
49.70937,63.34013
49.70897,63.51802
49.70874,63.637
49.70849,63.81605
49.70838,63.93578
49.7083,64.11595
49.7083,64.23643
49.70839,64.41772
49.7085,64.53894
49.70876,64.72132
49.709,64.84327
49.70943,65.02673
49.70979,65.14941
49.7104,65.33395
49.71087,65.45734
49.71166,65.64295
49.71225,65.76704
49.71323,65.9537
49.71441,66.14099
49.71529,66.2662
49.71631,66.39168
49.71806,66.5804
49.71942,66.70655
49.72173,66.89629
49.72346,67.02312
49.7263,67.21385
49.72837,67.34134
49.73173,67.53306
49.73547,67.72536
49.73823,67.8539
49.74127,67.98267
49.74664,68.17628
49.75071,68.30567
49.75765,68.50018
49.7628,68.63016
49.77132,68.82555
49.7775,68.95611
49.78751,69.15237
49.79466,69.2835
49.80669,69.48056
49.8155,69.61217
49.83109,69.80978
49.84291,69.94167
49.86297,70.13965
49.87788,70.27175
49.90311,70.46992
49.92173,70.60204
49.95266,70.80013
49.97519,70.93214
50.01177,71.13004
50.03797,71.2619
50.08018,71.45946
50.11021,71.591
50.15847,71.78789
50.19272,71.91885
50.2476,72.11466
50.28648,72.24477
50.34825,72.43922
50.39172,72.56834
50.46024,72.76125
50.5081,72.88932
50.58316,73.08054
50.63535,73.20742
50.71655,73.39692
50.7726,73.52269
50.85958,73.71043
50.91951,73.83493
51.01241,74.02058
51.07634,74.14358
51.17548,74.3267
51.24373,74.44782
51.34936,74.62798
51.45889,74.80624
51.53407,74.92399
51.61093,75.04084
51.72946,75.21431
51.81058,75.32874
51.93551,75.49837
52.02092,75.61012
52.15244,75.77538
52.24233,75.88396
52.38061,76.04425
52.47505,76.14934
52.62045,76.30373
52.71979,76.40451
52.87267,76.55186
52.97707,76.64761
53.13752,76.78706
53.24696,76.87721
53.4148,77.00801
53.52903,77.09229
53.7038,77.21414
53.82251,77.29231
54.00368,77.40498
54.12647,77.477
54.31354,77.58022
54.44008,77.64583
54.63252,77.73936
54.76248,77.7984
54.9598,77.88194
55.09291,77.93388
55.29475,78.00605
55.43068,78.05038
55.63644,78.11112
55.77478,78.14764
55.98386,78.1964
56.12419,78.22492
56.3359,78.2617
56.47771,78.28175
56.6912,78.30509
56.83393,78.31609
57.04839,78.3257
57.19145,78.32733
57.40593,78.32262
57.54868,78.31467
57.76223,78.29558
57.90403,78.27804
58.11568,78.24457
58.25591,78.21753
58.46473,78.16994
58.60287,78.13376
58.80859,78.07345
58.94453,78.0291
59.14764,77.95855
59.28229,77.90862
59.48278,77.8291
59.61536,77.77303
59.81348,77.68595
59.94489,77.62572
60.14159,77.53334
60.27228,77.47019
60.46835,77.37445
60.59895,77.30975
60.79472,77.21157
60.92508,77.14529
