81.38,15.37,31.69,-32.47
81.58,15.20,31.89,-32.64
81.72,15.08,32.03,-32.76
81.85,14.97,32.16,-32.87
82.05,14.79,32.36,-33.05
82.19,14.68,32.50,-33.16
82.39,14.50,32.70,-33.34
82.52,14.39,32.83,-33.45
82.72,14.21,33.03,-33.63
82.92,14.03,33.23,-33.81
83.05,13.91,33.36,-33.93
83.18,13.79,33.49,-34.05
83.37,13.60,33.68,-34.24
83.49,13.48,33.80,-34.36
83.68,13.29,33.99,-34.55
83.80,13.16,34.11,-34.68
83.98,12.96,34.29,-34.88
84.10,12.83,34.41,-35.01
84.27,12.63,34.58,-35.21
84.45,12.43,34.76,-35.41
84.56,12.29,34.87,-35.55
84.67,12.15,34.98,-35.69
84.83,11.94,35.14,-35.90
84.94,11.80,35.25,-36.04
85.10,11.59,35.41,-36.25
85.20,11.44,35.51,-36.39
85.36,11.23,35.67,-36.61
85.46,11.08,35.77,-36.76
85.60,10.86,35.91,-36.98
85.70,10.71,36.01,-37.13
85.84,10.48,36.15,-37.35
85.98,10.26,36.29,-37.58
86.07,10.10,36.38,-37.74
86.16,9.95,36.47,-37.89
86.29,9.72,36.60,-38.12
86.37,9.56,36.68,-38.28
86.50,9.33,36.81,-38.51
86.58,9.17,36.89,-38.67
86.70,8.93,37.01,-38.91
86.77,8.77,37.08,-39.07
86.89,8.53,37.20,-39.31
86.99,8.28,37.30,-39.55
87.07,8.12,37.38,-39.72
87.13,7.96,37.44,-39.88
87.24,7.71,37.55,-40.13
87.30,7.55,37.61,-40.29
87.39,7.30,37.70,-40.54
87.44,7.13,37.75,-40.71
87.52,6.87,37.83,-40.97
87.56,6.70,37.87,-41.14
87.62,6.45,37.93,-41.39
87.67,6.19,37.98,-41.65
87.69,6.01,38.00,-41.83
87.71,5.84,38.02,-42.00
87.74,5.58,38.05,-42.26
87.74,5.40,38.05,-42.44
87.75,5.14,38.06,-42.70
87.75,4.97,38.06,-42.87
87.74,4.71,38.05,-43.13
87.71,4.45,38.02,-43.39
87.69,4.28,38.00,-43.56
87.66,4.11,37.97,-43.73
87.61,3.85,37.92,-43.99
87.55,3.60,37.86,-44.24
87.51,3.44,37.82,-44.40
87.43,3.19,37.74,-44.65
87.38,3.03,37.69,-44.81
87.29,2.78,37.60,-45.05
87.22,2.63,37.53,-45.21
87.12,2.39,37.43,-45.45
87.05,2.23,37.36,-45.61
86.94,2.00,37.25,-45.84
86.86,1.85,37.17,-45.99
86.74,1.62,37.05,-46.22
86.66,1.47,36.97,-46.37
86.53,1.24,36.84,-46.60
86.44,1.09,36.75,-46.74
86.30,0.88,36.61,-46.96
86.21,0.73,36.52,-47.11
86.06,0.52,36.37,-47.32
85.96,0.38,36.27,-47.46
85.81,0.17,36.12,-47.67
85.70,0.04,36.01,-47.80
85.54,-0.16,35.85,-48.00
85.43,-0.29,35.74,-48.13
85.25,-0.48,35.56,-48.32
85.13,-0.60,35.44,-48.44
84.95,-0.78,35.26,-48.62
84.82,-0.90,35.13,-48.73
84.62,-1.06,34.93,-48.90
84.49,-1.16,34.80,-49.00
84.35,-1.26,34.66,-49.10
84.14,-1.41,34.45,-49.25
84.00,-1.50,34.31,-49.34
83.78,-1.63,34.09,-49.47
83.63,-1.71,33.94,-49.55
83.41,-1.82,33.72,-49.66
83.25,-1.89,33.56,-49.73
83.02,-1.99,33.33,-49.83
82.86,-2.05,33.17,-49.89
82.62,-2.13,32.93,-49.97
82.46,-2.18,32.77,-50.02
82.22,-2.25,32.53,-50.09
82.06,-2.29,32.37,-50.13
81.81,-2.35,32.12,-50.19
81.65,-2.39,31.96,-50.22
81.40,-2.43,31.71,-50.27
81.23,-2.46,31.54,-50.30
80.98,-2.50,31.29,-50.34
80.82,-2.52,31.13,-50.36
80.56,-2.55,30.87,-50.39
80.40,-2.57,30.71,-50.41
80.14,-2.59,30.45,-50.43
79.98,-2.60,30.29,-50.44
79.72,-2.61,30.03,-50.45
79.47,-2.62,29.78,-50.46
79.30,-2.63,29.61,-50.47
79.13,-2.63,29.44,-50.47
78.88,-2.63,29.19,-50.47
78.71,-2.63,29.02,-50.47
78.45,-2.62,28.76,-50.46
78.28,-2.62,28.59,-50.45
78.03,-2.60,28.34,-50.44
77.86,-2.59,28.17,-50.43
77.61,-2.58,27.92,-50.42
77.44,-2.56,27.75,-50.40
77.18,-2.54,27.49,-50.38
76.93,-2.52,27.24,-50.36
76.76,-2.51,27.07,-50.35
76.50,-2.48,26.81,-50.32
76.33,-2.47,26.64,-50.31
76.16,-2.45,26.47,-50.29
75.91,-2.43,26.22,-50.27
75.74,-2.42,26.05,-50.26
75.48,-2.39,25.79,-50.23
75.31,-2.38,25.62,-50.22
75.06,-2.36,25.37,-50.20
74.80,-2.34,25.11,-50.18
74.63,-2.33,24.94,-50.16
74.46,-2.31,24.77,-50.15
74.21,-2.30,24.52,-50.14
74.03,-2.29,24.34,-50.13
73.78,-2.27,24.09,-50.11
73.61,-2.27,23.92,-50.11
73.35,-2.26,23.66,-50.10
73.18,-2.25,23.49,-50.09
72.92,-2.24,23.23,-50.08
72.66,-2.24,22.97,-50.08
72.49,-2.23,22.80,-50.07
72.32,-2.23,22.63,-50.07
72.06,-2.23,22.37,-50.07
71.89,-2.23,22.20,-50.07
71.63,-2.23,21.94,-50.07
71.46,-2.23,21.77,-50.07
71.20,-2.24,21.51,-50.07
71.03,-2.24,21.34,-50.08
70.77,-2.24,21.08,-50.08
70.51,-2.25,20.82,-50.09
70.34,-2.25,20.65,-50.09
70.16,-2.26,20.47,-50.10
69.90,-2.27,20.21,-50.11
69.64,-2.28,19.96,-50.12
69.47,-2.29,19.78,-50.12
69.30,-2.29,19.61,-50.13
69.04,-2.31,19.35,-50.15
68.87,-2.32,19.18,-50.15
68.61,-2.33,18.92,-50.17
68.43,-2.34,18.74,-50.18
68.17,-2.36,18.48,-50.20
67.91,-2.38,18.22,-50.22
67.74,-2.39,18.05,-50.23
67.57,-2.40,17.88,-50.24
67.31,-2.42,17.62,-50.26
67.05,-2.45,17.36,-50.29
66.88,-2.46,17.19,-50.30
66.70,-2.48,17.01,-50.32
66.44,-2.50,16.75,-50.34
66.27,-2.52,16.58,-50.36
66.01,-2.55,16.32,-50.39
65.84,-2.57,16.15,-50.41
65.58,-2.60,15.89,-50.44
65.32,-2.63,15.63,-50.47
65.14,-2.65,15.45,-50.49
64.88,-2.68,15.19,-50.52
64.71,-2.70,15.02,-50.54
64.54,-2.72,14.85,-50.56
